jday,ms,timeStamp,,ts_local,sensq,latq,solq,terrq,pptn,evap,u,v,fw,netq,pptn_mmhr
2449642,2250000,16/10/1994 00:37,2415018,16/10/1994 04:43,-8,-138,0,-100,0.0E+00,-4.9E-09,-0.012,-0.0052,-5E-09,-245,0.0000
2449642,5850000,16/10/1994 01:37,2415018,16/10/1994 05:43,-8,-149,9,-100.19394,0.0E+00,-5.0E-09,-0.013,-0.0065,-5E-09,-248,0.0000
2449642,9450000,16/10/1994 02:37,2415018,16/10/1994 06:43,-6,-157,163,-99.8164,0.0E+00,-5.0E-09,-0.013,-0.0077,-5E-09,-99,0.0000
2449642,13050000,16/10/1994 03:37,2415018,16/10/1994 07:43,-4,-157,412,-99.430626,0.0E+00,-4.9E-09,-0.013,-0.0090,-5E-09,151,0.0000
2449642,16650000,16/10/1994 04:37,2415018,16/10/1994 08:43,-5,-190,638,-99.24604,0.0E+00,-4.8E-09,-0.020,-0.0152,-5E-09,344,0.0000
2449642,20250000,16/10/1994 05:37,2415018,16/10/1994 09:43,-5,-197,811,-99.088974,0.0E+00,-4.8E-09,-0.022,-0.0191,-5E-09,511,0.0000
2449642,23849999,16/10/1994 06:37,2415018,16/10/1994 10:43,-4,-199,921,-98.87211,0.0E+00,-4.9E-09,-0.023,-0.0184,-5E-09,619,0.0000
2449642,27450001,16/10/1994 07:37,2415018,16/10/1994 11:43,-5,-200,963,-98.78314,0.0E+00,-4.9E-09,-0.025,-0.0194,-5E-09,659,0.0000
2449642,31050000,16/10/1994 08:37,2415018,16/10/1994 12:43,-5,-193,925,-98.66706,0.0E+00,-5.3E-09,-0.024,-0.0181,-5E-09,628,0.0000
2449642,34649999,16/10/1994 09:37,2415018,16/10/1994 13:43,-7,-194,823,-98.188095,0.0E+00,-7.6E-09,-0.019,-0.0199,-8E-09,524,0.0000
2449642,38249998,16/10/1994 10:37,2415018,16/10/1994 14:43,-7,-181,648,-97.60608,0.0E+00,-1.0E-08,-0.015,-0.0185,-1E-08,363,0.0000
2449642,41850000,16/10/1994 11:37,2415018,16/10/1994 15:43,-6,-183,424,-96.69111,0.0E+00,-1.2E-08,-0.012,-0.0214,-1E-08,139,0.0000
2449642,45450002,16/10/1994 12:37,2415018,16/10/1994 16:43,-5,-196,175,-95.88341,0.0E+00,-1.4E-08,-0.011,-0.0289,-1E-08,-122,0.0000
2449642,49050003,16/10/1994 13:37,2415018,16/10/1994 17:43,-5,-203,13,-95.50945,0.0E+00,-1.6E-08,-0.011,-0.0336,-2E-08,-291,0.0000
2449642,52650000,16/10/1994 14:37,2415018,16/10/1994 18:43,-6,-213,0,-93.78637,0.0E+00,-1.5E-08,-0.017,-0.0383,-2E-08,-313,0.0000
2449642,56250002,16/10/1994 15:37,2415018,16/10/1994 19:43,-7,-218,0,-89.64116,0.0E+00,-1.3E-08,-0.024,-0.0395,-1E-08,-314,0.0000
2449642,59849998,16/10/1994 16:37,2415018,16/10/1994 20:43,-6,-209,0,-85.783394,0.0E+00,-9.5E-09,-0.031,-0.0310,-9E-09,-301,0.0000
2449642,63450000,16/10/1994 17:37,2415018,16/10/1994 21:43,-6,-202,0,-84.90153,0.0E+00,-5.5E-09,-0.031,-0.0257,-6E-09,-293,0.0000
2449642,67050002,16/10/1994 18:37,2415018,16/10/1994 22:43,-4,-193,0,-79.288246,0.0E+00,-4.9E-09,-0.027,-0.0182,-5E-09,-277,0.0000
2449642,70650003,16/10/1994 19:37,2415018,16/10/1994 23:43,-4,-177,0,-89.957344,0.0E+00,-5.0E-09,-0.022,-0.0095,-5E-09,-271,0.0000
2449642,74250000,16/10/1994 20:37,2415018,17/10/1994 00:43,-5,-154,0,-85.89113,0.0E+00,-5.2E-09,-0.015,-0.0107,-5E-09,-245,0.0000
2449642,77850002,16/10/1994 21:37,2415018,17/10/1994 01:43,-6,-144,0,-82.235725,0.0E+00,-5.2E-09,-0.011,-0.0107,-5E-09,-232,0.0000
2449642,81450003,16/10/1994 22:37,2415018,17/10/1994 02:43,-6,-147,0,-87.42723,0.0E+00,-5.0E-09,-0.012,-0.0127,-5E-09,-240,0.0000
2449642,85050000,16/10/1994 23:37,2415018,17/10/1994 03:43,-7,-156,0,-82.3744,0.0E+00,-4.8E-09,-0.015,-0.0158,-5E-09,-245,0.0000
2449643,2249997,17/10/1994 00:37,2415018,17/10/1994 04:43,-7,-160,0,-84.05282,0.0E+00,-4.6E-09,-0.014,-0.0190,-5E-09,-251,0.0000
2449643,5849993,17/10/1994 01:37,2415018,17/10/1994 05:43,-6,-161,5,-86.83815,0.0E+00,-4.4E-09,-0.014,-0.0189,-4E-09,-249,0.0000
2449643,9450000,17/10/1994 02:37,2415018,17/10/1994 06:43,-6,-183,92,-87.12766,0.0E+00,-4.4E-09,-0.016,-0.0305,-4E-09,-184,0.0000
2449643,13049997,17/10/1994 03:37,2415018,17/10/1994 07:43,-6,-187,263,-86.97567,0.0E+00,-4.3E-09,-0.013,-0.0381,-4E-09,-16,0.0000
2449643,16650003,17/10/1994 04:37,2415018,17/10/1994 08:43,-4,-182,492,-86.60334,0.0E+00,-4.2E-09,-0.018,-0.0364,-4E-09,219,0.0000
2449643,20250000,17/10/1994 05:37,2415018,17/10/1994 09:43,-4,-186,744,-86.42961,0.0E+00,-4.2E-09,-0.028,-0.0341,-4E-09,467,0.0000
2449643,23849997,17/10/1994 06:37,2415018,17/10/1994 10:43,-4,-184,873,-86.55768,0.0E+00,-4.2E-09,-0.024,-0.0347,-4E-09,599,0.0000
2449643,27450003,17/10/1994 07:37,2415018,17/10/1994 11:43,-5,-186,841,-86.60842,0.0E+00,-4.3E-09,-0.020,-0.0425,-4E-09,563,0.0000
2449643,31050000,17/10/1994 08:37,2415018,17/10/1994 12:43,-6,-197,817,-86.43693,0.0E+00,-5.7E-09,-0.021,-0.0483,-6E-09,529,0.0000
2449643,34649997,17/10/1994 09:37,2415018,17/10/1994 13:43,-7,-198,781,-86.11032,0.0E+00,-8.7E-09,-0.017,-0.0493,-9E-09,490,0.0000
2449643,38250003,17/10/1994 10:37,2415018,17/10/1994 14:43,-6,-199,612,-85.656975,0.0E+00,-1.2E-08,-0.019,-0.0489,-1E-08,321,0.0000
2449643,41850000,17/10/1994 11:37,2415018,17/10/1994 15:43,-6,-199,365,-85.18862,0.0E+00,-1.4E-08,-0.026,-0.0554,-1E-08,76,0.0000
2449643,45449997,17/10/1994 12:37,2415018,17/10/1994 16:43,-5,-201,139,-84.5318,1.5E-09,-1.6E-08,-0.027,-0.0596,-1E-08,-152,0.0055
2449643,49050003,17/10/1994 13:37,2415018,17/10/1994 17:43,-4,-205,10,-83.95008,6.4E-10,-1.8E-08,-0.023,-0.0610,-2E-08,-283,0.0023
2449643,52650000,17/10/1994 14:37,2415018,17/10/1994 18:43,-4,-220,0,-81.67653,1.6E-10,-1.6E-08,-0.024,-0.0721,-2E-08,-305,0.0006
2449643,56249997,17/10/1994 15:37,2415018,17/10/1994 19:43,-4,-205,0,-81.95399,0.0E+00,-1.3E-08,-0.026,-0.0647,-1E-08,-291,0.0000
2449643,59849993,17/10/1994 16:37,2415018,17/10/1994 20:43,-4,-190,0,-77.37615,0.0E+00,-8.9E-09,-0.030,-0.0596,-9E-09,-271,0.0000
2449643,63450000,17/10/1994 17:37,2415018,17/10/1994 21:43,-5,-182,0,-83.46858,0.0E+00,-4.8E-09,-0.031,-0.0527,-5E-09,-270,0.0000
2449643,67049997,17/10/1994 18:37,2415018,17/10/1994 22:43,-5,-186,0,-84.16443,0.0E+00,-4.2E-09,-0.027,-0.0548,-4E-09,-274,0.0000
2449643,70649993,17/10/1994 19:37,2415018,17/10/1994 23:43,-4,-180,0,-81.22746,0.0E+00,-4.1E-09,-0.019,-0.0505,-4E-09,-266,0.0000
2449643,74250000,17/10/1994 20:37,2415018,18/10/1994 00:43,-4,-179,0,-76.05084,0.0E+00,-4.2E-09,-0.014,-0.0529,-4E-09,-259,0.0000
2449643,77849997,17/10/1994 21:37,2415018,18/10/1994 01:43,-3,-174,0,-78.359695,0.0E+00,-4.0E-09,-0.009,-0.0515,-4E-09,-255,0.0000
2449643,81449993,17/10/1994 22:37,2415018,18/10/1994 02:43,-3,-173,0,-76.50656,0.0E+00,-3.9E-09,-0.003,-0.0565,-4E-09,-253,0.0000
2449643,85050000,17/10/1994 23:37,2415018,18/10/1994 03:43,-3,-166,0,-69.47951,0.0E+00,-3.8E-09,0.006,-0.0609,-4E-09,-238,0.0000
2449644,2250007,18/10/1994 00:37,2415018,18/10/1994 04:43,-2,-178,0,-65.70082,0.0E+00,-3.6E-09,0.012,-0.0747,-4E-09,-245,0.0000
2449644,5850014,18/10/1994 01:37,2415018,18/10/1994 05:43,-1,-166,6,-66.81015,0.0E+00,-3.6E-09,0.013,-0.0656,-4E-09,-228,0.0000
2449644,9450000,18/10/1994 02:37,2415018,18/10/1994 06:43,-1,-154,95,-69.781296,0.0E+00,-3.5E-09,0.018,-0.0611,-4E-09,-129,0.0000
2449644,13050007,18/10/1994 03:37,2415018,18/10/1994 07:43,0,-144,374,-69.35914,0.0E+00,-3.5E-09,0.022,-0.0528,-3E-09,160,0.0000
2449644,16650014,18/10/1994 04:37,2415018,18/10/1994 08:43,0,-138,576,-69.03969,0.0E+00,-3.4E-09,0.026,-0.0550,-3E-09,368,0.0000
2449644,20250000,18/10/1994 05:37,2415018,18/10/1994 09:43,-6,-154,644,-68.62132,0.0E+00,-3.4E-09,0.034,-0.0751,-3E-09,415,0.0000
2449644,23850007,18/10/1994 06:37,2415018,18/10/1994 10:43,-5,-104,825,-68.41384,0.0E+00,-3.4E-09,0.015,-0.0367,-3E-09,648,0.0000
2449644,27449993,18/10/1994 07:37,2415018,18/10/1994 11:43,-2,-107,867,-68.2757,0.0E+00,-3.3E-09,-0.013,-0.0229,-3E-09,690,0.0000
2449644,31050000,18/10/1994 08:37,2415018,18/10/1994 12:43,-3,-108,817,-68.34295,0.0E+00,-3.5E-09,-0.017,-0.0245,-3E-09,638,0.0000
2449644,34650007,18/10/1994 09:37,2415018,18/10/1994 13:43,-4,-115,774,-68.16534,0.0E+00,-5.4E-09,-0.022,-0.0265,-5E-09,587,0.0000
2449644,38249993,18/10/1994 10:37,2415018,18/10/1994 14:43,-5,-103,609,-67.59961,0.0E+00,-7.2E-09,-0.020,-0.0204,-7E-09,434,0.0000
2449644,41850000,18/10/1994 11:37,2415018,18/10/1994 15:43,-4,-111,346,-67.132645,0.0E+00,-9.1E-09,-0.040,-0.0120,-9E-09,164,0.0000
2449644,45450007,18/10/1994 12:37,2415018,18/10/1994 16:43,-3,-103,152,-66.147644,0.0E+00,-1.1E-08,-0.038,-0.0078,-1E-08,-21,0.0000
2449644,49049993,18/10/1994 13:37,2415018,18/10/1994 17:43,-2,-102,9,-65.40479,0.0E+00,-1.2E-08,-0.041,0.0037,-1E-08,-160,0.0000
2449644,52650000,18/10/1994 14:37,2415018,18/10/1994 18:43,-1,-118,0,-58.219444,0.0E+00,-1.1E-08,-0.072,0.0124,-1E-08,-177,0.0000
2449644,56250007,18/10/1994 15:37,2415018,18/10/1994 19:43,-1,-168,0,-64.237206,0.0E+00,-9.4E-09,-0.135,0.0114,-9E-09,-233,0.0000
2449644,59849993,18/10/1994 16:37,2415018,18/10/1994 20:43,-2,-166,0,-62.57247,0.0E+00,-5.4E-09,-0.124,-0.0004,-5E-09,-230,0.0000
2449644,63450000,18/10/1994 17:37,2415018,18/10/1994 21:43,-2,-172,0,-68.422,0.0E+00,-2.7E-09,-0.103,0.0050,-3E-09,-243,0.0000
2449644,67050007,18/10/1994 18:37,2415018,18/10/1994 22:43,-3,-181,0,-73.24748,0.0E+00,-2.5E-09,-0.093,0.0025,-3E-09,-257,0.0000
2449644,70649993,18/10/1994 19:37,2415018,18/10/1994 23:43,-3,-168,0,-74.72937,0.0E+00,-2.5E-09,-0.077,0.0000,-2E-09,-246,0.0000
2449644,74250000,18/10/1994 20:37,2415018,19/10/1994 00:43,-4,-155,0,-64.91025,0.0E+00,-2.2E-09,-0.073,0.0097,-2E-09,-224,0.0000
2449644,77850007,18/10/1994 21:37,2415018,19/10/1994 01:43,-4,-139,0,-70.532524,0.0E+00,-2.2E-09,-0.056,-0.0006,-2E-09,-214,0.0000
2449644,81449993,18/10/1994 22:37,2415018,19/10/1994 02:43,-4,-132,0,-68.42913,0.0E+00,-2.1E-09,-0.050,-0.0025,-2E-09,-205,0.0000
2449644,85050000,18/10/1994 23:37,2415018,19/10/1994 03:43,-4,-135,0,-71.10413,0.0E+00,-2.0E-09,-0.054,-0.0045,-2E-09,-211,0.0000
2449645,2250007,19/10/1994 00:37,2415018,19/10/1994 04:43,-4,-133,0,-74.1517,0.0E+00,-1.9E-09,-0.047,0.0014,-2E-09,-211,0.0000
2449645,5849993,19/10/1994 01:37,2415018,19/10/1994 05:43,-3,-124,7,-76.06256,0.0E+00,-1.9E-09,-0.037,0.0014,-2E-09,-196,0.0000
2449645,9450000,19/10/1994 02:37,2415018,19/10/1994 06:43,-4,-125,144,-75.51173,0.0E+00,-1.8E-09,-0.037,0.0026,-2E-09,-60,0.0000
2449645,13050007,19/10/1994 03:37,2415018,19/10/1994 07:43,-5,-111,383,-74.58167,0.0E+00,-1.7E-09,-0.032,0.0017,-2E-09,193,0.0000
2449645,16649993,19/10/1994 04:37,2415018,19/10/1994 08:43,-6,-112,601,-73.695915,0.0E+00,-1.6E-09,-0.034,0.0016,-2E-09,409,0.0000
2449645,20250000,19/10/1994 05:37,2415018,19/10/1994 09:43,-6,-101,761,-72.958115,0.0E+00,-1.5E-09,-0.029,0.0000,-1E-09,581,0.0000
2449645,23850007,19/10/1994 06:37,2415018,19/10/1994 10:43,-6,-96,869,-72.37538,0.0E+00,-1.3E-09,-0.023,0.0016,-1E-09,695,0.0000
2449645,27450014,19/10/1994 07:37,2415018,19/10/1994 11:43,-5,-98,908,-71.82292,0.0E+00,-1.1E-09,-0.021,0.0027,-1E-09,734,0.0000
2449645,31050000,19/10/1994 08:37,2415018,19/10/1994 12:43,-5,-107,872,-71.28582,0.0E+00,-5.8E-10,-0.021,-0.0009,-6E-10,689,0.0000
2449645,34650007,19/10/1994 09:37,2415018,19/10/1994 13:43,-4,-104,761,-70.80162,0.0E+00,-1.6E-09,-0.019,-0.0057,-2E-09,581,0.0000
2449645,38250014,19/10/1994 10:37,2415018,19/10/1994 14:43,-3,-97,587,-69.90132,0.0E+00,-4.6E-09,-0.017,-0.0056,-5E-09,416,0.0000
2449645,41850000,19/10/1994 11:37,2415018,19/10/1994 15:43,-3,-95,375,-68.77007,0.0E+00,-6.4E-09,-0.018,-0.0058,-6E-09,208,0.0000
2449645,45450007,19/10/1994 12:37,2415018,19/10/1994 16:43,-2,-83,141,-67.25812,0.0E+00,-7.5E-09,-0.017,-0.0063,-7E-09,-11,0.0000
2449645,49050014,19/10/1994 13:37,2415018,19/10/1994 17:43,-3,-85,9,-65.89444,0.0E+00,-7.7E-09,-0.019,-0.0081,-8E-09,-145,0.0000
2449645,52650000,19/10/1994 14:37,2415018,19/10/1994 18:43,-3,-69,0,-63.83226,0.0E+00,-7.2E-09,-0.016,-0.0078,-7E-09,-135,0.0000
2449645,56250007,19/10/1994 15:37,2415018,19/10/1994 19:43,-2,-62,0,-58.866566,0.0E+00,-4.5E-09,-0.017,-0.0067,-4E-09,-123,0.0000
2449645,59850014,19/10/1994 16:37,2415018,19/10/1994 20:43,-2,-55,0,-58.636887,0.0E+00,-2.4E-09,-0.016,-0.0066,-2E-09,-116,0.0000
2449645,63450000,19/10/1994 17:37,2415018,19/10/1994 21:43,-2,-48,0,-58.442383,0.0E+00,-1.7E-09,-0.013,-0.0070,-2E-09,-109,0.0000
2449645,67050007,19/10/1994 18:37,2415018,19/10/1994 22:43,-2,-66,0,-57.991955,0.0E+00,-1.6E-09,-0.035,-0.0106,-2E-09,-126,0.0000
2449645,70650014,19/10/1994 19:37,2415018,19/10/1994 23:43,-3,-78,0,-60.30716,0.0E+00,-1.6E-09,-0.044,-0.0162,-2E-09,-141,0.0000
2449645,74250000,19/10/1994 20:37,2415018,20/10/1994 00:43,-4,-80,0,-56.53581,0.0E+00,-1.5E-09,-0.042,-0.0214,-1E-09,-140,0.0000
2449645,77850007,19/10/1994 21:37,2415018,20/10/1994 01:43,-4,-79,0,-58.63314,0.0E+00,-1.5E-09,-0.034,-0.0230,-1E-09,-141,0.0000
2449645,81450014,19/10/1994 22:37,2415018,20/10/1994 02:43,-4,-88,0,-62.01307,0.0E+00,-1.4E-09,-0.034,-0.0312,-1E-09,-154,0.0000
2449645,85050000,19/10/1994 23:37,2415018,20/10/1994 03:43,-4,-91,0,-59.999794,0.0E+00,-1.4E-09,-0.035,-0.0393,-1E-09,-155,0.0000
2449646,2249986,20/10/1994 00:37,2415018,20/10/1994 04:43,-4,-86,0,-62.768166,0.0E+00,-1.4E-09,-0.032,-0.0320,-1E-09,-153,0.0000
2449646,5849973,20/10/1994 01:37,2415018,20/10/1994 05:43,-3,-77,5,-65.050995,0.0E+00,-1.4E-09,-0.027,-0.0271,-1E-09,-140,0.0000
2449646,9450000,20/10/1994 02:37,2415018,20/10/1994 06:43,-3,-80,120,-65.380714,0.0E+00,-1.4E-09,-0.026,-0.0254,-1E-09,-29,0.0000
2449646,13049986,20/10/1994 03:37,2415018,20/10/1994 07:43,-2,-71,355,-65.963104,0.0E+00,-1.4E-09,-0.024,-0.0215,-1E-09,216,0.0000
2449646,16649973,20/10/1994 04:37,2415018,20/10/1994 08:43,0,-72,572,-66.356865,0.0E+00,-1.4E-09,-0.026,-0.0201,-1E-09,434,0.0000
2449646,20250000,20/10/1994 05:37,2415018,20/10/1994 09:43,-1,-74,741,-66.98012,0.0E+00,-1.3E-09,-0.028,-0.0235,-1E-09,599,0.0000
2449646,23849986,20/10/1994 06:37,2415018,20/10/1994 10:43,-3,-78,857,-67.52233,0.0E+00,-1.3E-09,-0.031,-0.0319,-1E-09,708,0.0000
2449646,27449973,20/10/1994 07:37,2415018,20/10/1994 11:43,-3,-75,843,-68.009285,0.0E+00,-1.4E-09,-0.032,-0.0242,-1E-09,697,0.0000
2449646,31050000,20/10/1994 08:37,2415018,20/10/1994 12:43,-4,-75,858,-68.8265,0.0E+00,-1.4E-09,-0.030,-0.0256,-1E-09,710,0.0000
2449646,34649986,20/10/1994 09:37,2415018,20/10/1994 13:43,-2,-72,744,-69.43483,0.0E+00,-2.2E-09,-0.030,-0.0197,-2E-09,601,0.0000
2449646,38249973,20/10/1994 10:37,2415018,20/10/1994 14:43,-2,-69,484,-69.74878,0.0E+00,-3.1E-09,-0.025,-0.0218,-3E-09,344,0.0000
2449646,41850000,20/10/1994 11:37,2415018,20/10/1994 15:43,-1,-76,309,-69.847206,0.0E+00,-4.4E-09,-0.033,-0.0303,-4E-09,162,0.0000
2449646,45449986,20/10/1994 12:37,2415018,20/10/1994 16:43,-2,-94,111,-69.65488,0.0E+00,-5.6E-09,-0.048,-0.0437,-6E-09,-55,0.0000
2449646,49049973,20/10/1994 13:37,2415018,20/10/1994 17:43,-1,-102,7,-67.60499,0.0E+00,-6.4E-09,-0.051,-0.0479,-6E-09,-164,0.0000
2449646,52650000,20/10/1994 14:37,2415018,20/10/1994 18:43,-1,-104,0,-69.08612,0.0E+00,-5.9E-09,-0.060,-0.0514,-6E-09,-174,0.0000
2449646,56249986,20/10/1994 15:37,2415018,20/10/1994 19:43,-1,-113,0,-71.95088,0.0E+00,-4.6E-09,-0.067,-0.0605,-5E-09,-186,0.0000
2449646,59850014,20/10/1994 16:37,2415018,20/10/1994 20:43,-1,-120,0,-73.55798,0.0E+00,-2.8E-09,-0.070,-0.0637,-3E-09,-195,0.0000
2449646,63450000,20/10/1994 17:37,2415018,20/10/1994 21:43,-2,-112,0,-63.39615,0.0E+00,-1.5E-09,-0.063,-0.0456,-1E-09,-177,0.0000
2449646,67049986,20/10/1994 18:37,2415018,20/10/1994 22:43,-3,-108,0,-59.07259,0.0E+00,-1.2E-09,-0.061,-0.0345,-1E-09,-170,0.0000
2449646,70650014,20/10/1994 19:37,2415018,20/10/1994 23:43,-3,-101,0,-55.054382,0.0E+00,-1.1E-09,-0.051,-0.0275,-1E-09,-159,0.0000
2449646,74250000,20/10/1994 20:37,2415018,21/10/1994 00:43,-4,-107,0,-62.78769,0.0E+00,-8.5E-10,-0.054,-0.0221,-8E-10,-174,0.0000
2449646,77849986,20/10/1994 21:37,2415018,21/10/1994 01:43,-4,-111,0,-60.12026,0.0E+00,-5.4E-10,-0.047,-0.0196,-5E-10,-175,0.0000
2449646,81450014,20/10/1994 22:37,2415018,21/10/1994 02:43,-4,-112,0,-69.14849,0.0E+00,-2.3E-10,-0.035,-0.0225,-2E-10,-186,0.0000
2449646,85050000,20/10/1994 23:37,2415018,21/10/1994 03:43,-4,-104,0,-62.77057,0.0E+00,-4.0E-11,-0.032,-0.0227,-4E-11,-171,0.0000
2449647,2249986,21/10/1994 00:37,2415018,21/10/1994 04:43,-4,-95,0,-74.13281,0.0E+00,1.1E-10,-0.026,-0.0199,1E-10,-174,0.0000
2449647,5850014,21/10/1994 01:37,2415018,21/10/1994 05:43,-5,-101,5,-80.1458,0.0E+00,2.8E-10,-0.026,-0.0254,3E-10,-181,0.0000
2449647,9450000,21/10/1994 02:37,2415018,21/10/1994 06:43,-4,-103,147,-80.80708,0.0E+00,4.2E-10,-0.032,-0.0254,4E-10,-41,0.0000
2449647,13049986,21/10/1994 03:37,2415018,21/10/1994 07:43,-1,-102,387,-81.003235,0.0E+00,5.2E-10,-0.034,-0.0240,5E-10,204,0.0000
2449647,16650014,21/10/1994 04:37,2415018,21/10/1994 08:43,0,-90,613,-81.49283,0.0E+00,7.3E-10,-0.029,-0.0181,7E-10,441,0.0000
2449647,20250000,21/10/1994 05:37,2415018,21/10/1994 09:43,0,-77,694,-82.07236,0.0E+00,8.9E-11,-0.022,-0.0085,9E-11,535,0.0000
2449647,23849986,21/10/1994 06:37,2415018,21/10/1994 10:43,0,-91,882,-83.220695,0.0E+00,3.1E-11,-0.028,-0.0144,3E-11,708,0.0000
2449647,27450014,21/10/1994 07:37,2415018,21/10/1994 11:43,-1,-89,904,-83.91139,0.0E+00,-1.3E-11,-0.025,-0.0132,-1E-11,729,0.0000
2449647,31050000,21/10/1994 08:37,2415018,21/10/1994 12:43,0,-85,894,-84.83329,0.0E+00,6.0E-10,-0.019,-0.0137,6E-10,723,0.0000
2449647,34649986,21/10/1994 09:37,2415018,21/10/1994 13:43,-3,-89,775,-85.64634,0.0E+00,-2.4E-09,-0.015,-0.0182,-2E-09,598,0.0000
2449647,38250014,21/10/1994 10:37,2415018,21/10/1994 14:43,-3,-98,608,-85.98433,0.0E+00,-4.4E-09,-0.018,-0.0223,-4E-09,422,0.0000
2449647,41850000,21/10/1994 11:37,2415018,21/10/1994 15:43,0,-97,381,-85.71431,0.0E+00,-6.0E-09,-0.017,-0.0235,-6E-09,199,0.0000
2449647,45449986,21/10/1994 12:37,2415018,21/10/1994 16:43,1,-104,150,-85.33038,0.0E+00,-6.2E-09,-0.022,-0.0309,-6E-09,-39,0.0000
2449647,49050014,21/10/1994 13:37,2415018,21/10/1994 17:43,-2,-114,8,-84.20589,0.0E+00,-5.5E-09,-0.026,-0.0314,-6E-09,-192,0.0000
2449647,52650000,21/10/1994 14:37,2415018,21/10/1994 18:43,-1,-117,0,-85.79332,0.0E+00,-4.7E-09,-0.019,-0.0296,-5E-09,-204,0.0000
2449647,56249986,21/10/1994 15:37,2415018,21/10/1994 19:43,-1,-119,0,-83.73702,0.0E+00,-3.3E-09,-0.020,-0.0359,-3E-09,-204,0.0000
2449647,59850014,21/10/1994 16:37,2415018,21/10/1994 20:43,-2,-118,0,-77.77107,0.0E+00,-1.6E-09,-0.027,-0.0433,-2E-09,-198,0.0000
2449647,63450000,21/10/1994 17:37,2415018,21/10/1994 21:43,-2,-125,0,-79.77288,0.0E+00,1.1E-11,-0.030,-0.0378,1E-11,-206,0.0000
2449647,67049986,21/10/1994 18:37,2415018,21/10/1994 22:43,-3,-131,0,-77.28986,0.0E+00,4.8E-10,-0.035,-0.0417,5E-10,-211,0.0000
2449647,70650014,21/10/1994 19:37,2415018,21/10/1994 23:43,-4,-122,0,-72.0821,0.0E+00,3.3E-10,-0.029,-0.0426,3E-10,-198,0.0000
2449647,74250000,21/10/1994 20:37,2415018,22/10/1994 00:43,-4,-122,0,-67.66704,0.0E+00,1.4E-09,-0.031,-0.0426,1E-09,-194,0.0000
2449647,77849986,21/10/1994 21:37,2415018,22/10/1994 01:43,-4,-126,0,-68.5755,0.0E+00,2.2E-09,-0.026,-0.0443,2E-09,-199,0.0000
2449647,81450014,21/10/1994 22:37,2415018,22/10/1994 02:43,-3,-124,0,-67.886955,0.0E+00,2.5E-09,-0.019,-0.0427,2E-09,-195,0.0000
2449647,85050000,21/10/1994 23:37,2415018,22/10/1994 03:43,-2,-122,0,-59.68325,0.0E+00,3.0E-09,-0.014,-0.0452,3E-09,-184,0.0000
2449648,2249986,22/10/1994 00:37,2415018,22/10/1994 04:43,-2,-105,0,-61.332966,2.7E-11,3.6E-09,-0.008,-0.0393,4E-09,-168,0.0001
2449648,5850014,22/10/1994 01:37,2415018,22/10/1994 05:43,-1,-109,3,-57.0488,5.3E-11,3.9E-09,-0.013,-0.0452,4E-09,-164,0.0002
2449648,9450000,22/10/1994 02:37,2415018,22/10/1994 06:43,-1,-104,84,-56.56768,6.1E-10,4.8E-10,0.001,-0.0465,1E-09,-78,0.0022
2449648,13049986,22/10/1994 03:37,2415018,22/10/1994 07:43,0,-105,211,-53.775116,1.5E-09,2.3E-10,0.008,-0.0642,2E-09,53,0.0053
2449648,16650014,22/10/1994 04:37,2415018,22/10/1994 08:43,-1,-100,538,-51.25655,5.2E-09,-2.1E-10,0.003,-0.0659,5E-09,386,0.0186
2449648,20250000,22/10/1994 05:37,2415018,22/10/1994 09:43,-1,-97,333,-48.65033,5.4E-09,-7.9E-10,0.000,-0.0670,5E-09,186,0.0194
2449648,23849986,22/10/1994 06:37,2415018,22/10/1994 10:43,-4,-106,582,-46.035995,4.2E-09,-6.3E-10,0.003,-0.0796,4E-09,427,0.0152
2449648,27450014,22/10/1994 07:37,2415018,22/10/1994 11:43,-8,-98,833,-42.64114,6.2E-09,-2.3E-10,0.025,-0.0724,6E-09,684,0.0223
2449648,31050000,22/10/1994 08:37,2415018,22/10/1994 12:43,-5,-114,421,-38.92519,1.0E-08,-8.6E-10,0.016,-0.0736,1E-08,264,0.0378
2449648,34649986,22/10/1994 09:37,2415018,22/10/1994 13:43,-10,-119,223,-35.56139,4.1E-09,-2.2E-09,0.024,-0.0960,2E-09,59,0.0147
2449648,38249973,22/10/1994 10:37,2415018,22/10/1994 14:43,-18,-96,123,-32.591816,8.1E-09,-2.5E-09,0.020,-0.0932,6E-09,-24,0.0290
2449648,41850000,22/10/1994 11:37,2415018,22/10/1994 15:43,-17,-99,105,-29.699114,1.8E-09,-4.8E-09,0.032,-0.1329,-3E-09,-40,0.0066
2449648,45449986,22/10/1994 12:37,2415018,22/10/1994 16:43,-14,-99,48,-26.713387,1.1E-09,-4.8E-09,0.008,-0.1267,-4E-09,-92,0.0040
2449648,49049973,22/10/1994 13:37,2415018,22/10/1994 17:43,-3,-114,10,-24.248226,1.1E-09,-3.6E-09,-0.037,-0.1777,-2E-09,-132,0.0040
2449648,52650000,22/10/1994 14:37,2415018,22/10/1994 18:43,-6,-125,0,-23.729675,8.2E-10,-2.0E-09,-0.119,-0.2381,-1E-09,-155,0.0030
2449648,56249986,22/10/1994 15:37,2415018,22/10/1994 19:43,-11,-90,0,-31.337524,9.0E-10,-4.4E-10,-0.119,-0.1767,5E-10,-132,0.0032
