jday,ms,timeStamp,,ts_local,sensq,latq,solq,terrq,pptn,evap,u,v,fw,netq,pptn_mmhr
2449855,74250000,17/05/1995 20:37,2415018,18/05/1995 00:43,1,-127,0,-49.623234,0.0E+00,-7.7E-09,0.106,0.0659,-8E-09,-176,0.0000
2449855,77850439,17/05/1995 21:37,2415018,18/05/1995 01:43,1,-139,0,-55.324825,0.0E+00,-2.9E-09,0.121,0.0810,-3E-09,-194,0.0000
2449855,81450879,17/05/1995 22:37,2415018,18/05/1995 02:43,0,-143,0,-54.52803,0.0E+00,-2.6E-09,0.123,0.0823,-3E-09,-197,0.0000
2449855,85050000,17/05/1995 23:37,2415018,18/05/1995 03:43,2,-152,0,-41.64886,0.0E+00,-2.8E-09,0.146,0.0699,-3E-09,-192,0.0000
2449856,2250439,18/05/1995 00:37,2415018,18/05/1995 04:43,2,-150,0,-47.753002,0.0E+00,-2.2E-09,0.136,0.0392,-2E-09,-195,0.0000
2449856,5850879,18/05/1995 01:37,2415018,18/05/1995 05:43,2,-133,31,-50.06784,0.0E+00,-1.5E-09,0.114,0.0357,-1E-09,-150,0.0000
2449856,9450000,18/05/1995 02:37,2415018,18/05/1995 06:43,2,-118,177,-41.163086,5.0E-10,-1.1E-09,0.097,0.0322,-6E-10,19,0.0018
2449856,13050439,18/05/1995 03:37,2415018,18/05/1995 07:43,3,-126,455,-48.450714,1.7E-08,-1.5E-09,0.103,0.0403,2E-08,283,0.0610
2449856,16650879,18/05/1995 04:37,2415018,18/05/1995 08:43,4,-127,663,-46.656357,7.0E-08,-3.3E-09,0.097,0.0355,7E-08,494,0.2516
2449856,20250000,18/05/1995 05:37,2415018,18/05/1995 09:43,3,-115,820,-44.940556,2.0E-07,-8.1E-09,0.085,0.0394,2E-07,664,0.7154
2449856,23850439,18/05/1995 06:37,2415018,18/05/1995 10:43,3,-105,907,-40.009388,3.8E-07,-8.7E-09,0.079,0.0441,4E-07,765,1.3711
2449856,27450879,18/05/1995 07:37,2415018,18/05/1995 11:43,3,-105,942,-39.716476,5.2E-07,-6.7E-09,0.084,0.0414,5E-07,800,1.8816
2449856,31050000,18/05/1995 08:37,2415018,18/05/1995 12:43,3,-111,941,-41.954433,5.3E-07,-4.1E-09,0.090,0.0413,5E-07,792,1.9226
2449856,34650439,18/05/1995 09:37,2415018,18/05/1995 13:43,3,-107,762,-37.541725,5.0E-07,-3.7E-09,0.088,0.0450,5E-07,620,1.8158
2449856,38250879,18/05/1995 10:37,2415018,18/05/1995 14:43,4,-107,639,-38.92785,3.7E-07,-3.5E-09,0.092,0.0477,4E-07,497,1.3439
2449856,41850000,18/05/1995 11:37,2415018,18/05/1995 15:43,4,-102,418,-41.18337,2.4E-07,-4.1E-09,0.087,0.0465,2E-07,279,0.8716
2449856,45450439,18/05/1995 12:37,2415018,18/05/1995 16:43,5,-107,218,-41.101135,9.2E-08,-9.5E-09,0.095,0.0521,8E-08,75,0.3322
2449856,49050879,18/05/1995 13:37,2415018,18/05/1995 17:43,4,-104,70,-41.365856,2.0E-08,-1.3E-08,0.090,0.0483,6E-09,-72,0.0704
2449856,52650000,18/05/1995 14:37,2415018,18/05/1995 18:43,3,-94,2,-39.558475,6.1E-08,-1.4E-08,0.076,0.0435,5E-08,-129,0.2208
2449856,56250439,18/05/1995 15:37,2415018,18/05/1995 19:43,3,-94,0,-40.06761,1.5E-07,-8.4E-09,0.077,0.0460,1E-07,-131,0.5350
2449856,59850879,18/05/1995 16:37,2415018,18/05/1995 20:43,2,-95,0,-44.769505,2.3E-07,-5.5E-09,0.081,0.0490,2E-07,-138,0.8161
2449856,63450000,18/05/1995 17:37,2415018,18/05/1995 21:43,2,-97,0,-42.00005,4.5E-07,-3.1E-09,0.086,0.0435,4E-07,-136,1.6151
2449856,67050439,18/05/1995 18:37,2415018,18/05/1995 22:43,2,-93,0,-44.180893,6.9E-07,-3.4E-09,0.082,0.0407,7E-07,-135,2.4892
2449856,70650879,18/05/1995 19:37,2415018,18/05/1995 23:43,1,-76,0,-35.20065,6.8E-07,-4.3E-09,0.055,0.0262,7E-07,-111,2.4514
2449856,74250000,18/05/1995 20:37,2415018,19/05/1995 00:43,-1,-87,0,-33.362534,4.9E-07,-5.3E-09,0.047,0.0276,5E-07,-121,1.7745
2449856,77850439,18/05/1995 21:37,2415018,19/05/1995 01:43,0,-95,0,-43.247154,2.6E-07,-4.5E-09,0.078,0.0338,3E-07,-138,0.9283
2449856,81450879,18/05/1995 22:37,2415018,19/05/1995 02:43,1,-102,0,-44.24774,7.8E-08,-4.4E-09,0.080,0.0390,7E-08,-146,0.2790
2449856,85050000,18/05/1995 23:37,2415018,19/05/1995 03:43,0,-101,0,-46.515285,1.9E-08,-5.1E-09,0.078,0.0330,1E-08,-147,0.0667
2449857,2250439,19/05/1995 00:37,2415018,19/05/1995 04:43,0,-110,0,-49.80916,1.8E-08,-5.1E-09,0.091,0.0338,1E-08,-160,0.0652
2449857,5850879,19/05/1995 01:37,2415018,19/05/1995 05:43,0,-111,26,-50.62188,4.4E-08,-5.7E-09,0.093,0.0277,4E-08,-135,0.1592
2449857,9450000,19/05/1995 02:37,2415018,19/05/1995 06:43,2,-104,165,-48.210155,7.6E-08,-5.6E-09,0.073,0.0086,7E-08,15,0.2737
2449857,13050439,19/05/1995 03:37,2415018,19/05/1995 07:43,2,-97,454,-52.50053,6.7E-08,-4.9E-09,0.065,0.0174,6E-08,307,0.2419
2449857,16650879,19/05/1995 04:37,2415018,19/05/1995 08:43,2,-98,672,-53.365044,3.6E-08,-4.5E-09,0.071,0.0226,3E-08,522,0.1299
2449857,20250000,19/05/1995 05:37,2415018,19/05/1995 09:43,2,-95,830,-50.819485,1.4E-08,-4.9E-09,0.062,0.0230,1E-08,687,0.0519
2449857,23850439,19/05/1995 06:37,2415018,19/05/1995 10:43,2,-95,871,-49.623734,3.8E-09,-1.4E-08,0.064,0.0310,-1E-08,729,0.0136
2449857,27450879,19/05/1995 07:37,2415018,19/05/1995 11:43,1,-94,931,-48.875587,4.5E-10,-3.2E-08,0.073,0.0388,-3E-08,790,0.0016
2449857,31050000,19/05/1995 08:37,2415018,19/05/1995 12:43,2,-114,945,-52.198387,0.0E+00,-5.5E-08,0.096,0.0505,-6E-08,781,0.0000
2449857,34650439,19/05/1995 09:37,2415018,19/05/1995 13:43,2,-106,847,-54.112312,0.0E+00,-4.2E-08,0.091,0.0487,-4E-08,689,0.0000
2449857,38250879,19/05/1995 10:37,2415018,19/05/1995 14:43,1,-96,628,-49.375153,3.4E-09,-3.8E-08,0.083,0.0373,-3E-08,484,0.0124
2449857,41850000,19/05/1995 11:37,2415018,19/05/1995 15:43,2,-94,437,-41.14131,1.3E-08,-3.9E-08,0.076,0.0332,-3E-08,304,0.0464
2449857,45450439,19/05/1995 12:37,2415018,19/05/1995 16:43,3,-88,210,-44.844387,5.0E-08,-4.1E-08,0.056,0.0231,9E-09,80,0.1796
2449857,49050879,19/05/1995 13:37,2415018,19/05/1995 17:43,2,-71,54,-38.243595,2.8E-08,-5.0E-08,0.034,0.0088,-2E-08,-53,0.1014
2449857,52650000,19/05/1995 14:37,2415018,19/05/1995 18:43,2,-75,2,-48.108437,3.9E-08,-4.9E-08,0.039,0.0155,-1E-08,-119,0.1413
2449857,56250439,19/05/1995 15:37,2415018,19/05/1995 19:43,1,-65,0,-43.17909,4.8E-09,-3.8E-08,0.030,0.0118,-3E-08,-106,0.0173
2449857,59850879,19/05/1995 16:37,2415018,19/05/1995 20:43,1,-58,0,-39.0774,1.1E-08,-3.6E-08,0.024,0.0067,-2E-08,-96,0.0400
2449857,63450000,19/05/1995 17:37,2415018,19/05/1995 21:43,1,-44,0,-39.446106,8.3E-09,-3.4E-08,0.012,0.0016,-3E-08,-83,0.0299
2449857,67050439,19/05/1995 18:37,2415018,19/05/1995 22:43,0,-53,0,-49.51027,3.1E-09,-2.9E-08,0.018,0.0021,-3E-08,-103,0.0111
2449857,70650879,19/05/1995 19:37,2415018,19/05/1995 23:43,0,-64,0,-50.036118,1.1E-10,-2.1E-08,0.027,0.0000,-2E-08,-114,0.0004
2449857,74250000,19/05/1995 20:37,2415018,20/05/1995 00:43,-1,-64,0,-49.90633,0.0E+00,-1.2E-08,0.027,-0.0021,-1E-08,-115,0.0000
2449857,77850439,19/05/1995 21:37,2415018,20/05/1995 01:43,-1,-66,0,-45.708275,0.0E+00,-5.2E-09,0.025,-0.0005,-5E-09,-113,0.0000
2449857,81450879,19/05/1995 22:37,2415018,20/05/1995 02:43,-2,-66,0,-51.38702,0.0E+00,-3.8E-09,0.023,-0.0017,-4E-09,-119,0.0000
2449857,85050000,19/05/1995 23:37,2415018,20/05/1995 03:43,-2,-65,0,-53.681095,0.0E+00,-3.3E-09,0.022,-0.0026,-3E-09,-120,0.0000
2449858,2250439,20/05/1995 00:37,2415018,20/05/1995 04:43,-2,-60,0,-55.03901,0.0E+00,-2.7E-09,0.018,-0.0012,-3E-09,-117,0.0000
2449858,5850879,20/05/1995 01:37,2415018,20/05/1995 05:43,-2,-63,28,-58.960396,0.0E+00,-2.3E-09,0.017,-0.0034,-2E-09,-96,0.0000
2449858,9450000,20/05/1995 02:37,2415018,20/05/1995 06:43,-2,-57,190,-55.771748,0.0E+00,-1.8E-09,0.014,-0.0034,-2E-09,75,0.0000
2449858,13050439,20/05/1995 03:37,2415018,20/05/1995 07:43,1,-56,385,-47.359787,0.0E+00,-1.4E-09,0.014,-0.0024,-1E-09,282,0.0000
2449858,16650879,20/05/1995 04:37,2415018,20/05/1995 08:43,2,-51,642,-54.39765,0.0E+00,-1.5E-09,0.011,-0.0006,-2E-09,538,0.0000
2449858,20250000,20/05/1995 05:37,2415018,20/05/1995 09:43,-1,-59,832,-53.73944,0.0E+00,-3.6E-09,0.010,0.0041,-4E-09,719,0.0000
2449858,23850439,20/05/1995 06:37,2415018,20/05/1995 10:43,-3,-64,925,-47.804504,0.0E+00,-8.3E-09,0.011,0.0065,-8E-09,810,0.0000
2449858,27450879,20/05/1995 07:37,2415018,20/05/1995 11:43,-7,-92,971,-53.98459,0.0E+00,-1.5E-08,0.018,0.0311,-2E-08,818,0.0000
2449858,31050000,20/05/1995 08:37,2415018,20/05/1995 12:43,-7,-107,959,-59.300293,0.0E+00,-2.3E-08,0.016,0.0442,-2E-08,786,0.0000
2449858,34650439,20/05/1995 09:37,2415018,20/05/1995 13:43,-5,-134,861,-61.675766,0.0E+00,-3.3E-08,0.023,0.0555,-3E-08,660,0.0000
2449858,38250879,20/05/1995 10:37,2415018,20/05/1995 14:43,-2,-131,713,-61.362785,0.0E+00,-4.5E-08,0.016,0.0319,-4E-08,519,0.0000
2449858,41850000,20/05/1995 11:37,2415018,20/05/1995 15:43,-1,-113,508,-60.882835,0.0E+00,-5.3E-08,0.012,0.0172,-5E-08,333,0.0000
2449858,45450439,20/05/1995 12:37,2415018,20/05/1995 16:43,-1,-91,251,-50.027477,0.0E+00,-5.9E-08,0.006,0.0094,-6E-08,109,0.0000
2449858,49050879,20/05/1995 13:37,2415018,20/05/1995 17:43,-1,-65,80,-57.178226,0.0E+00,-6.1E-08,0.003,0.0051,-6E-08,-44,0.0000
2449858,52650000,20/05/1995 14:37,2415018,20/05/1995 18:43,-1,-60,2,-60.92046,1.5E-09,-6.1E-08,0.002,0.0039,-6E-08,-120,0.0052
2449858,56250439,20/05/1995 15:37,2415018,20/05/1995 19:43,-1,-52,0,-62.46602,5.0E-10,-5.4E-08,0.000,0.0034,-5E-08,-116,0.0018
2449858,59850879,20/05/1995 16:37,2415018,20/05/1995 20:43,-1,-42,0,-62.51663,0.0E+00,-4.4E-08,0.000,0.0020,-4E-08,-105,0.0000
2449858,63450000,20/05/1995 17:37,2415018,20/05/1995 21:43,-1,-39,0,-64.311646,0.0E+00,-4.2E-08,-0.001,0.0014,-4E-08,-105,0.0000
2449858,67050439,20/05/1995 18:37,2415018,20/05/1995 22:43,-2,-51,0,-64.042206,0.0E+00,-3.5E-08,-0.002,0.0026,-3E-08,-117,0.0000
2449858,70650879,20/05/1995 19:37,2415018,20/05/1995 23:43,-3,-64,0,-63.610703,0.0E+00,-2.3E-08,-0.006,0.0036,-2E-08,-130,0.0000
2449858,74250000,20/05/1995 20:37,2415018,21/05/1995 00:43,-3,-56,0,-66.16577,0.0E+00,-1.2E-08,-0.003,0.0036,-1E-08,-124,0.0000
2449858,77850439,20/05/1995 21:37,2415018,21/05/1995 01:43,-3,-53,0,-68.477875,0.0E+00,-3.6E-09,-0.001,0.0036,-4E-09,-124,0.0000
2449858,81450879,20/05/1995 22:37,2415018,21/05/1995 02:43,-4,-64,0,-70.68278,0.0E+00,-1.9E-09,-0.002,0.0060,-2E-09,-138,0.0000
2449858,85050000,20/05/1995 23:37,2415018,21/05/1995 03:43,-5,-70,0,-71.77546,0.0E+00,-1.2E-09,0.001,0.0084,-1E-09,-147,0.0000
2449859,2250439,21/05/1995 00:37,2415018,21/05/1995 04:43,-5,-67,0,-74.38197,0.0E+00,-7.1E-10,0.005,0.0066,-7E-10,-147,0.0000
2449859,5850879,21/05/1995 01:37,2415018,21/05/1995 05:43,-6,-76,37,-73.55471,0.0E+00,-2.2E-10,0.006,0.0090,-2E-10,-118,0.0000
2449859,9450000,21/05/1995 02:37,2415018,21/05/1995 06:43,-5,-69,226,-74.8975,0.0E+00,3.4E-11,0.005,0.0068,3E-11,77,0.0000
2449859,13050439,21/05/1995 03:37,2415018,21/05/1995 07:43,-6,-85,454,-72.58588,1.1E-10,7.4E-11,0.007,0.0121,2E-10,291,0.0004
2449859,16650879,21/05/1995 04:37,2415018,21/05/1995 08:43,-4,-76,628,-70.273506,5.1E-09,-6.9E-11,0.006,0.0098,5E-09,477,0.0182
2449859,20250000,21/05/1995 05:37,2415018,21/05/1995 09:43,-7,-102,840,-65.24322,4.2E-08,-1.0E-09,0.006,0.0205,4E-08,666,0.1495
2449859,23850439,21/05/1995 06:37,2415018,21/05/1995 10:43,-7,-106,945,-66.22249,4.6E-08,-9.5E-09,0.005,0.0196,4E-08,766,0.1661
2449859,27450879,21/05/1995 07:37,2415018,21/05/1995 11:43,-7,-119,990,-63.09131,3.7E-08,-2.6E-08,0.010,0.0275,1E-08,800,0.1316
2449859,31050000,21/05/1995 08:37,2415018,21/05/1995 12:43,-7,-134,963,-64.34288,3.3E-08,-3.0E-08,0.013,0.0323,3E-09,758,0.1188
2449859,34650439,21/05/1995 09:37,2415018,21/05/1995 13:43,-7,-138,872,-67.162384,2.6E-08,-3.6E-08,0.006,0.0385,-9E-09,660,0.0952
2449859,38250879,21/05/1995 10:37,2415018,21/05/1995 14:43,-4,-93,695,-56.6323,3.6E-08,-4.1E-08,0.005,0.0133,-6E-09,540,0.1282
2449859,41850000,21/05/1995 11:37,2415018,21/05/1995 15:43,-3,-68,471,-54.615746,6.1E-08,-4.8E-08,0.004,0.0042,1E-08,345,0.2178
2449859,45450439,21/05/1995 12:37,2415018,21/05/1995 16:43,-3,-68,292,-53.572517,1.5E-07,-6.2E-08,0.005,0.0019,9E-08,167,0.5575
2449859,49050879,21/05/1995 13:37,2415018,21/05/1995 17:43,-3,-68,90,-51.30193,5.5E-07,-9.8E-08,0.004,0.0036,4E-07,-33,1.9632
2449859,52650000,21/05/1995 14:37,2415018,21/05/1995 18:43,-2,-47,2,-62.074924,2.5E-07,-7.0E-08,0.002,0.0001,2E-07,-108,0.8841
2449859,56250439,21/05/1995 15:37,2415018,21/05/1995 19:43,-2,-38,0,-61.88504,1.5E-07,-5.6E-08,0.000,-0.0006,9E-08,-102,0.5382
2449859,59850879,21/05/1995 16:37,2415018,21/05/1995 20:43,-2,-44,0,-63.58988,1.2E-07,-4.6E-08,0.000,-0.0013,8E-08,-109,0.4468
2449859,63450000,21/05/1995 17:37,2415018,21/05/1995 21:43,-2,-41,0,-66.81287,1.8E-07,-3.5E-08,0.000,-0.0009,1E-07,-110,0.6359
2449859,67050439,21/05/1995 18:37,2415018,21/05/1995 22:43,-3,-46,0,-69.14753,1.1E-07,-4.6E-08,0.000,-0.0015,6E-08,-118,0.3832
2449859,70650879,21/05/1995 19:37,2415018,21/05/1995 23:43,-3,-41,0,-71.723434,5.6E-08,-3.3E-08,0.001,-0.0002,2E-08,-116,0.2018
2449859,74250000,21/05/1995 20:37,2415018,22/05/1995 00:43,-3,-46,0,-73.61332,4.7E-08,-2.2E-08,0.001,0.0006,3E-08,-123,0.1706
2449859,77850439,21/05/1995 21:37,2415018,22/05/1995 01:43,-4,-54,0,-74.48098,1.8E-08,-1.3E-08,0.002,0.0005,5E-09,-133,0.0647
2449859,81450879,21/05/1995 22:37,2415018,22/05/1995 02:43,-4,-49,0,-76.672844,5.6E-09,-9.5E-09,0.002,0.0003,-4E-09,-130,0.0203
2449859,85050000,21/05/1995 23:37,2415018,22/05/1995 03:43,-5,-54,0,-77.73587,3.2E-09,-8.3E-09,0.002,-0.0004,-5E-09,-137,0.0115
2449860,2250439,22/05/1995 00:37,2415018,22/05/1995 04:43,-5,-52,0,-79.23811,2.4E-09,-9.0E-09,0.002,0.0005,-7E-09,-136,0.0086
2449860,5850879,22/05/1995 01:37,2415018,22/05/1995 05:43,-6,-60,33,-80.72272,8.2E-10,-8.0E-09,0.003,0.0010,-7E-09,-114,0.0030
2449860,9450000,22/05/1995 02:37,2415018,22/05/1995 06:43,-3,-64,219,-77.611565,1.3E-10,-7.9E-09,0.004,0.0023,-8E-09,75,0.0005
2449860,13050439,22/05/1995 03:37,2415018,22/05/1995 07:43,-4,-62,450,-74.69308,0.0E+00,-6.8E-09,0.003,0.0023,-7E-09,310,0.0000
2449860,16650879,22/05/1995 04:37,2415018,22/05/1995 08:43,-6,-81,668,-74.87381,0.0E+00,-6.9E-09,0.003,0.0074,-7E-09,507,0.0000
2449860,20250000,22/05/1995 05:37,2415018,22/05/1995 09:43,-8,-94,849,-74.03833,0.0E+00,-1.0E-08,0.003,0.0093,-1E-08,673,0.0000
2449860,23850439,22/05/1995 06:37,2415018,22/05/1995 10:43,-8,-97,955,-72.09812,0.0E+00,-1.5E-08,0.003,0.0105,-1E-08,778,0.0000
2449860,27450879,22/05/1995 07:37,2415018,22/05/1995 11:43,-8,-95,981,-66.88213,0.0E+00,-2.1E-08,0.003,0.0065,-2E-08,811,0.0000
2449860,31050000,22/05/1995 08:37,2415018,22/05/1995 12:43,-8,-90,1017,-64.24829,1.9E-10,-2.6E-08,0.003,0.0051,-3E-08,855,0.0007
2449860,34650439,22/05/1995 09:37,2415018,22/05/1995 13:43,-7,-84,858,-57.039284,1.5E-09,-2.9E-08,0.003,0.0027,-3E-08,709,0.0054
2449860,38250879,22/05/1995 10:37,2415018,22/05/1995 14:43,-7,-85,693,-66.168274,1.4E-09,-3.8E-08,0.003,0.0032,-4E-08,535,0.0049
2449860,41850000,22/05/1995 11:37,2415018,22/05/1995 15:43,-7,-90,515,-71.71678,4.5E-09,-4.9E-08,0.004,0.0022,-4E-08,346,0.0163
2449860,45450439,22/05/1995 12:37,2415018,22/05/1995 16:43,-4,-75,300,-73.56124,8.8E-09,-5.6E-08,0.003,0.0005,-5E-08,146,0.0318
2449860,49050879,22/05/1995 13:37,2415018,22/05/1995 17:43,-2,-56,90,-73.01995,2.8E-08,-6.0E-08,0.002,-0.0005,-3E-08,-42,0.1012
2449860,52650000,22/05/1995 14:37,2415018,22/05/1995 18:43,-4,-60,2,-73.613014,2.5E-08,-6.3E-08,0.002,-0.0008,-4E-08,-136,0.0892
2449860,56250439,22/05/1995 15:37,2415018,22/05/1995 19:43,-4,-72,0,-75.54798,6.9E-09,-4.5E-08,0.003,-0.0016,-4E-08,-152,0.0249
2449860,59850879,22/05/1995 16:37,2415018,22/05/1995 20:43,-4,-64,0,-74.16256,1.6E-09,-3.2E-08,0.002,-0.0010,-3E-08,-143,0.0059
2449860,63450000,22/05/1995 17:37,2415018,22/05/1995 21:43,-4,-66,0,-75.27578,3.3E-09,-2.1E-08,0.003,-0.0009,-2E-08,-146,0.0117
2449860,67050439,22/05/1995 18:37,2415018,22/05/1995 22:43,-5,-70,0,-73.08565,9.9E-09,-1.8E-08,0.003,0.0007,-8E-09,-147,0.0358
2449860,70650879,22/05/1995 19:37,2415018,22/05/1995 23:43,-5,-68,0,-76.19703,2.5E-08,-1.5E-08,0.002,-0.0009,1E-08,-150,0.0917
2449860,74250000,22/05/1995 20:37,2415018,23/05/1995 00:43,-6,-86,0,-73.170685,7.8E-08,-1.7E-08,0.006,0.0016,6E-08,-165,0.2820
2449860,77850439,22/05/1995 21:37,2415018,23/05/1995 01:43,-7,-112,0,-72.46058,1.8E-07,-1.9E-08,0.010,0.0039,2E-07,-191,0.6542
2449860,81450879,22/05/1995 22:37,2415018,23/05/1995 02:43,-7,-121,0,-76.27361,2.9E-07,-2.1E-08,0.011,0.0046,3E-07,-204,1.0295
2449860,85050000,22/05/1995 23:37,2415018,23/05/1995 03:43,-7,-124,0,-79.55215,3.4E-07,-2.1E-08,0.012,0.0042,3E-07,-210,1.2207
2449861,2250439,23/05/1995 00:37,2415018,23/05/1995 04:43,-6,-132,0,-79.344284,3.4E-07,-2.2E-08,0.011,0.0074,3E-07,-217,1.2186
2449861,5850879,23/05/1995 01:37,2415018,23/05/1995 05:43,-4,-106,40,-83.26805,4.2E-07,-2.1E-08,0.006,0.0046,4E-07,-154,1.5094
2449861,9450000,23/05/1995 02:37,2415018,23/05/1995 06:43,-5,-110,242,-82.166954,4.8E-07,-2.1E-08,0.009,0.0041,5E-07,45,1.7383
2449861,13050439,23/05/1995 03:37,2415018,23/05/1995 07:43,-5,-114,466,-83.223465,5.3E-07,-2.1E-08,0.010,0.0048,5E-07,264,1.8919
2449861,16650879,23/05/1995 04:37,2415018,23/05/1995 08:43,-4,-124,672,-80.44906,5.6E-07,-2.2E-08,0.013,0.0035,5E-07,463,2.0147
2449861,20250000,23/05/1995 05:37,2415018,23/05/1995 09:43,-4,-119,851,-79.89269,5.2E-07,-2.3E-08,0.011,0.0051,5E-07,648,1.8782
2449861,23850439,23/05/1995 06:37,2415018,23/05/1995 10:43,-3,-125,965,-77.08026,4.5E-07,-2.2E-08,0.009,0.0065,4E-07,760,1.6067
2449861,27450879,23/05/1995 07:37,2415018,23/05/1995 11:43,-5,-119,1010,-71.1054,3.8E-07,-2.0E-08,0.009,0.0054,4E-07,815,1.3729
2449861,31050000,23/05/1995 08:37,2415018,23/05/1995 12:43,-5,-125,989,-70.575554,2.9E-07,-1.8E-08,0.010,0.0049,3E-07,788,1.0553
2449861,34650439,23/05/1995 09:37,2415018,23/05/1995 13:43,-6,-127,892,-72.53756,3.5E-07,-1.7E-08,0.010,0.0062,3E-07,687,1.2703
2449861,38250879,23/05/1995 10:37,2415018,23/05/1995 14:43,-7,-136,722,-75.798,2.8E-07,-1.7E-08,0.011,0.0086,3E-07,503,1.0001
2449861,41850000,23/05/1995 11:37,2415018,23/05/1995 15:43,-5,-116,507,-74.86137,1.7E-07,-1.7E-08,0.008,0.0061,2E-07,312,0.6091
2449861,45450439,23/05/1995 12:37,2415018,23/05/1995 16:43,-3,-107,295,-72.58695,8.7E-08,-1.7E-08,0.007,0.0047,7E-08,113,0.3138
2449861,49050879,23/05/1995 13:37,2415018,23/05/1995 17:43,-5,-125,81,-59.9547,4.3E-08,-1.7E-08,0.011,0.0090,3E-08,-109,0.1554
2449861,52650000,23/05/1995 14:37,2415018,23/05/1995 18:43,-4,-102,2,-61.550964,6.8E-08,-2.5E-08,0.008,0.0043,4E-08,-165,0.2463
2449861,56250439,23/05/1995 15:37,2415018,23/05/1995 19:43,-3,-67,0,-56.27312,5.1E-08,-4.7E-08,0.003,0.0016,4E-09,-126,0.1848
2449861,59850879,23/05/1995 16:37,2415018,23/05/1995 20:43,-2,-53,0,-61.284218,1.9E-08,-3.1E-08,0.000,-0.0012,-1E-08,-117,0.0694
2449861,63450000,23/05/1995 17:37,2415018,23/05/1995 21:43,-3,-70,0,-69.48828,1.7E-08,-3.0E-08,0.001,-0.0027,-1E-08,-142,0.0595
2449861,67050439,23/05/1995 18:37,2415018,23/05/1995 22:43,-3,-77,0,-75.27036,1.0E-08,-2.6E-08,0.000,-0.0039,-2E-08,-156,0.0363
2449861,70650879,23/05/1995 19:37,2415018,23/05/1995 23:43,-4,-90,0,-77.983376,2.1E-09,-1.2E-08,-0.001,-0.0060,-1E-08,-172,0.0076
2449861,74250000,23/05/1995 20:37,2415018,24/05/1995 00:43,-5,-102,0,-80.10866,2.3E-09,-9.1E-10,-0.002,-0.0082,1E-09,-188,0.0083
2449861,77850439,23/05/1995 21:37,2415018,24/05/1995 01:43,-7,-120,0,-81.080086,3.4E-09,2.2E-10,-0.004,-0.0126,4E-09,-208,0.0122
2449861,81450879,23/05/1995 22:37,2415018,24/05/1995 02:43,-8,-135,0,-82.55089,1.4E-09,2.9E-10,-0.009,-0.0154,2E-09,-225,0.0051
2449861,85050000,23/05/1995 23:37,2415018,24/05/1995 03:43,-9,-136,0,-82.24902,3.2E-10,9.9E-10,-0.014,-0.0128,1E-09,-227,0.0011
2449862,2250439,24/05/1995 00:37,2415018,24/05/1995 04:43,-7,-120,0,-80.17646,9.5E-10,1.4E-09,-0.011,-0.0080,2E-09,-207,0.0034
2449862,5850879,24/05/1995 01:37,2415018,24/05/1995 05:43,-6,-120,27,-80.97134,3.2E-10,1.5E-09,-0.012,-0.0033,2E-09,-180,0.0011
2449862,9450000,24/05/1995 02:37,2415018,24/05/1995 06:43,-5,-124,210,-82.31862,0.0E+00,1.3E-09,-0.013,-0.0024,1E-09,-1,0.0000
2449862,13050439,24/05/1995 03:37,2415018,24/05/1995 07:43,-5,-119,419,-80.07522,0.0E+00,1.2E-09,-0.012,0.0016,1E-09,216,0.0000
2449862,16650879,24/05/1995 04:37,2415018,24/05/1995 08:43,-4,-113,631,-75.75583,0.0E+00,4.9E-10,-0.009,0.0061,5E-10,439,0.0000
2449862,20250000,24/05/1995 05:37,2415018,24/05/1995 09:43,-5,-122,832,-69.62491,0.0E+00,-2.6E-09,-0.010,0.0083,-3E-09,636,0.0000
2449862,23850439,24/05/1995 06:37,2415018,24/05/1995 10:43,-6,-120,941,-63.619034,0.0E+00,-7.8E-09,-0.011,0.0070,-8E-09,752,0.0000
2449862,27450879,24/05/1995 07:37,2415018,24/05/1995 11:43,-6,-120,991,-58.466568,1.3E-10,-1.4E-08,-0.008,0.0084,-1E-08,806,0.0005
2449862,31050000,24/05/1995 08:37,2415018,24/05/1995 12:43,-5,-115,971,-57.70634,1.3E-09,-2.3E-08,-0.004,0.0080,-2E-08,794,0.0048
2449862,34650439,24/05/1995 09:37,2415018,24/05/1995 13:43,-5,-113,881,-58.395298,8.5E-10,-2.7E-08,-0.001,0.0083,-3E-08,704,0.0031
2449862,38250879,24/05/1995 10:37,2415018,24/05/1995 14:43,-4,-103,733,-61.023697,9.0E-09,-3.6E-08,-0.001,0.0055,-3E-08,565,0.0322
2449862,41850000,24/05/1995 11:37,2415018,24/05/1995 15:43,-4,-81,542,-64.68138,1.1E-08,-4.1E-08,0.000,0.0029,-3E-08,393,0.0409
2449862,45450439,24/05/1995 12:37,2415018,24/05/1995 16:43,-3,-62,317,-65.304634,5.3E-10,-3.4E-08,-0.001,0.0009,-3E-08,186,0.0019
2449862,49050879,24/05/1995 13:37,2415018,24/05/1995 17:43,-5,-93,101,-67.17448,1.1E-10,-3.4E-08,-0.005,0.0003,-3E-08,-64,0.0004
2449862,52650000,24/05/1995 14:37,2415018,24/05/1995 18:43,-4,-104,3,-67.73088,2.4E-10,-3.0E-08,-0.008,-0.0022,-3E-08,-173,0.0009
