jday,ms,timeStamp,ts_local,sensq,latq,solq,terrq,pptn_mhr,evap_mhr,pptn,evap,u,v,fw,netq
2448917,72000003,21/10/1992 20:00, ,-33.96948,-245.94482,72.83263,-73,4.69E-04,-2.16E-04,1.30E-07,-6.00E-08,0.006115458,0.22908735,7.00E-08,-280.08167
2448917,75600000,21/10/1992 21:00,,-24.028017,-228.3425,210.4109,-75,4.81E-04,-2.29E-04,1.34E-07,-6.37E-08,0.001658313,0.17934543,7.03E-08,-116.959617
2448917,79200002,21/10/1992 22:00,,-16.709677,-199.38441,438.2568,-64,4.10E-04,-2.40E-04,1.14E-07,-6.66E-08,-0.019848084,0.1520386,4.74E-08,158.162713
2448917,82800003,21/10/1992 23:00,,-16.31022,-192.1215,646.5131,-64,9.29E-05,-2.40E-04,2.58E-08,-6.67E-08,-0.053538166,0.15518644,-4.09E-08,374.08138
2448918,0,22/10/1992 00:00,,-11.475597,-166.62816,511.21246,-58,3.04E-05,-2.49E-04,8.45E-09,-6.92E-08,-0.0544428,0.110870905,-6.08E-08,275.108703
2448918,3599997,22/10/1992 01:00,,-13.234179,-157.83722,699.0275,-56,8.96E-06,-2.62E-04,2.49E-09,-7.29E-08,-0.055695288,0.110667065,-7.04E-08,471.956101
2448918,7199993,22/10/1992 02:00,,-13.466259,-165.26474,531.6142,-47,6.07E-06,-2.77E-04,1.68E-09,-7.71E-08,-0.07454675,0.1137821,-7.54E-08,305.883201
2448918,10800000,22/10/1992 03:00,,-14.049242,-166.29526,379.41428,-52,1.05E-05,-2.93E-04,2.92E-09,-8.13E-08,-0.11315832,0.095141575,-7.84E-08,147.069778
2448918,14399997,22/10/1992 04:00,,-12.09033,-169.81291,334.95642,-51,6.68E-07,-2.93E-04,1.85E-10,-8.15E-08,-0.11955666,0.035565905,-8.13E-08,102.05318
2448918,18000003,22/10/1992 05:00,,-16.485933,-160.69945,211.39182,-50,1.91E-08,-2.78E-04,5.30E-12,-7.73E-08,-0.11037823,0.027132798,-7.73E-08,-15.793563
2448918,21600000,22/10/1992 06:00,,-11.378819,-137.80042,159.55989,-56,0.00E+00,-2.60E-04,0.00E+00,-7.23E-08,-0.089539036,0.01692665,-7.23E-08,-45.619349
2448918,25199997,22/10/1992 07:00,,-15.07409,-160.71445,21.110605,-47,9.16E-07,-1.41E-04,2.54E-10,-3.91E-08,-0.09420894,-0.006672469,-3.88E-08,-201.677935
2448918,28800003,22/10/1992 08:00,,-10.990518,-144.17317,0,-58,2.02E-06,-1.56E-04,5.62E-10,-4.33E-08,-0.07842814,-0.018445486,-4.27E-08,-213.163688
2448918,32400000,22/10/1992 09:00,,-7.2646875,-100.73132,0,-48,4.84E-06,-1.67E-04,1.35E-09,-4.65E-08,-0.031057555,-0.018451167,-4.52E-08,-155.9960075
2448918,35999997,22/10/1992 10:00,,-8.360244,-96.91604,0,-48,1.02E-05,-1.72E-04,2.83E-09,-4.78E-08,-0.028648406,-0.022764435,-4.50E-08,-153.276284
2448918,39600003,22/10/1992 11:00,,-5.671162,-100.01263,0,-50,1.26E-05,-1.71E-04,3.51E-09,-4.74E-08,-0.033069775,-0.0186767,-4.39E-08,-155.683792
2448918,43200000,22/10/1992 12:00,,-4.9896736,-113.64197,0,-56,4.56E-06,-1.62E-04,1.27E-09,-4.49E-08,-0.04414534,-0.025731664,-4.36E-08,-174.6316436
2448918,46799997,22/10/1992 13:00,,-5.222618,-116.42399,0,-63,4.92E-06,-1.55E-04,1.37E-09,-4.31E-08,-0.04095381,-0.02247084,-4.17E-08,-184.646608
2448918,50400003,22/10/1992 14:00,,-5.586237,-113.04545,0,-63,6.25E-05,-1.63E-04,1.74E-08,-4.53E-08,-0.030731637,-0.024381218,-2.79E-08,-181.631687
2448918,54000000,22/10/1992 15:00,,-5.718525,-109.72803,0,-63,1.56E-04,-1.83E-04,4.33E-08,-5.08E-08,-0.027238049,-0.021353764,-7.50E-09,-178.446555
2448918,57599997,22/10/1992 16:00,,-5.885154,-123.237915,0,-66,1.85E-04,-2.00E-04,5.13E-08,-5.57E-08,-0.028076984,-0.024710206,-4.40E-09,-195.123069
2448918,61199993,22/10/1992 17:00,,-6.2487946,-124.79311,0,-64,5.68E-05,-2.00E-04,1.58E-08,-5.56E-08,-0.029159896,-0.025184127,-3.98E-08,-195.0419046
2448918,64800000,22/10/1992 18:00,,-5.8770885,-133.89995,0,-70,3.06E-05,-1.90E-04,8.50E-09,-5.27E-08,-0.027694626,-0.02875457,-4.42E-08,-209.7770385
2448918,68399997,22/10/1992 19:00,,-8.56949,-121.8954,1.5237464,-58,8.60E-05,-9.84E-05,2.39E-08,-2.73E-08,-0.024254194,-0.015292573,-3.40E-09,-186.9411436
2448918,71999993,22/10/1992 20:00,,-10.927375,-143.24089,73.74457,-67,1.07E-04,-1.02E-04,2.97E-08,-2.84E-08,-0.028697986,-0.034155637,1.30E-09,-147.423695
2448918,75600000,22/10/1992 21:00,,-6.600334,-145.30118,273.27972,-63,2.77E-05,-9.83E-05,7.68E-09,-2.73E-08,-0.0268859,-0.043480627,-1.96E-08,58.378206
2448918,79199997,22/10/1992 22:00,,-7.2674227,-136.87541,519.7224,-68,6.23E-05,-1.02E-04,1.73E-08,-2.84E-08,-0.025288403,-0.036516156,-1.11E-08,307.5795673
2448918,82799993,22/10/1992 23:00,,-8.482469,-152.53691,720.1874,-73,1.48E-04,-1.17E-04,4.12E-08,-3.25E-08,-0.030303486,-0.033981122,8.70E-09,486.168021
2448919,0,23/10/1992 00:00,,-4.300312,-116.296234,878.96796,-70,1.56E-04,-1.32E-04,4.32E-08,-3.66E-08,-0.015342777,-0.028614279,6.60E-09,688.371414
2448919,3600007,23/10/1992 01:00,,1.604161,-113.07243,901.48755,-61,1.21E-04,-1.38E-04,3.36E-08,-3.85E-08,-0.017428825,-0.033962574,-4.90E-09,729.019281
2448919,7200014,23/10/1992 02:00,,0.5297115,-119.66954,856.23303,-65,1.25E-04,-1.43E-04,3.48E-08,-3.98E-08,-0.01656009,-0.032901216,-5.00E-09,672.0932015
2448919,10800000,23/10/1992 03:00,,0.32703683,-109.97364,826.6144,-73,1.05E-04,-1.42E-04,2.91E-08,-3.95E-08,-0.009799893,-0.025517184,-1.04E-08,643.9677968
2448919,14400007,23/10/1992 04:00,,0.37196183,-113.89028,733.0323,-75,1.08E-04,-1.38E-04,2.99E-08,-3.83E-08,-0.012427388,-0.026831409,-8.40E-09,544.5139818
2448919,18000014,23/10/1992 05:00,,-0.0845582,-108.28513,488.63815,-75,8.41E-05,-1.37E-04,2.34E-08,-3.81E-08,-0.00779708,-0.021040395,-1.47E-08,305.2684618
2448919,21600000,23/10/1992 06:00,,0.45305395,-98.21422,290.03162,-75,1.01E-04,-1.32E-04,2.80E-08,-3.68E-08,-0.006403163,-0.017012428,-8.80E-09,117.270454
2448919,25200007,23/10/1992 07:00,,-2.983242,-113.229385,70.67991,-70,1.75E-05,-1.49E-04,4.87E-09,-4.15E-08,-0.009244466,-0.020518806,-3.66E-08,-115.532717
2448919,28799993,23/10/1992 08:00,,-4.506179,-119.925514,0,-71,1.50E-05,-1.45E-04,4.16E-09,-4.03E-08,-0.013351654,-0.022205774,-3.61E-08,-195.431693
2448919,32400000,23/10/1992 09:00,,-4.199435,-115.76186,0,-73,1.81E-05,-1.48E-04,5.02E-09,-4.10E-08,-0.011388356,-0.02025168,-3.60E-08,-192.961295
2448919,36000007,23/10/1992 10:00,,-4.1788187,-106.52895,0,-75,3.41E-05,-1.54E-04,9.48E-09,-4.27E-08,-0.011564816,-0.016829949,-3.32E-08,-185.7077687
2448919,39599993,23/10/1992 11:00,,-4.233177,-95.38649,0,-73,1.00E-04,-1.54E-04,2.79E-08,-4.28E-08,-0.010354092,-0.014088245,-1.49E-08,-172.619667
2448919,43200000,23/10/1992 12:00,,-4.580601,-102.913086,0,-74,1.30E-04,-1.55E-04,3.60E-08,-4.31E-08,-0.011619764,-0.01550552,-7.10E-09,-181.493687
2448919,46800007,23/10/1992 13:00,,-4.5505877,-93.30381,0,-75,1.77E-04,-1.58E-04,4.92E-08,-4.38E-08,-0.008445024,-0.012708543,5.40E-09,-172.8543977
2448919,50399993,23/10/1992 14:00,,-4.482483,-85.489784,0,-72,1.67E-04,-1.52E-04,4.65E-08,-4.22E-08,-0.007766287,-0.009849397,4.30E-09,-161.972267
2448919,54000000,23/10/1992 15:00,,-3.8543332,-64.10135,0,-72,2.19E-04,-1.47E-04,6.10E-08,-4.08E-08,-0.003262861,-0.005120099,2.02E-08,-139.9556832
2448919,57600007,23/10/1992 16:00,,-4.7036967,-77.08061,0,-64,1.80E-04,-1.47E-04,4.99E-08,-4.07E-08,-0.004482729,-0.008463486,9.20E-09,-145.7843067
2448919,61199993,23/10/1992 17:00,,-4.1478143,-75.38942,0,-68,2.02E-04,-1.43E-04,5.62E-08,-3.97E-08,-0.002291343,-0.008707326,1.65E-08,-147.5372343
2448919,64800000,23/10/1992 18:00,,-4.0187325,-73.87937,0,-69,1.14E-04,-1.45E-04,3.16E-08,-4.03E-08,-0.001882463,-0.007693168,-8.70E-09,-146.8981025
2448919,68400007,23/10/1992 19:00,,-3.2760577,-57.339115,2.544951,-71,7.38E-05,-9.89E-05,2.05E-08,-2.75E-08,-0.001930938,-0.00373922,-7.00E-09,-129.0702217
2448919,71999993,23/10/1992 20:00,,-2.9984312,-55.01766,93.3857,-71,1.75E-05,-9.47E-05,4.86E-09,-2.63E-08,-5.23E-04,-0.004989255,-2.14E-08,-35.6303912
2448919,75600000,23/10/1992 21:00,,-0.3099279,-51.088425,334.22437,-73,3.77E-05,-9.19E-05,1.05E-08,-2.55E-08,-6.44E-04,-0.004030573,-1.50E-08,209.8260171
2448919,79200007,23/10/1992 22:00,,-2.9306889,-57.063015,564.4407,-76,8.92E-05,-9.97E-05,2.48E-08,-2.77E-08,-4.22E-04,-0.001992337,-2.90E-09,428.4469961
2448919,82799993,23/10/1992 23:00,,-4.60993,-60.45893,754.82904,-85,2.05E-04,-1.23E-04,5.70E-08,-3.43E-08,-2.87E-04,-9.33E-04,2.27E-08,604.76018
2448920,0,24/10/1992 00:00,,-6.894024,-77.00317,928.29065,-65,1.80E-04,-1.49E-04,4.99E-08,-4.13E-08,-3.52E-04,-0.001439772,8.60E-09,779.393456
2448920,3600007,24/10/1992 01:00,,-8.079718,-80.708565,941.0056,-58,1.43E-04,-1.56E-04,3.96E-08,-4.34E-08,-7.88E-04,-0.001147218,-3.80E-09,794.217317
2448920,7199993,24/10/1992 02:00,,-11.180835,-95.53195,949.75415,-73,6.98E-05,-1.51E-04,1.94E-08,-4.18E-08,-0.001184811,-0.001301029,-2.24E-08,770.041365
2448920,10800000,24/10/1992 03:00,,-12.190852,-102.40002,903.4509,-81,6.44E-05,-1.49E-04,1.79E-08,-4.13E-08,-4.31E-05,-6.01E-04,-2.34E-08,707.860028
2448920,14400007,24/10/1992 04:00,,-12.204687,-103.51276,758.60486,-87,5.07E-05,-1.40E-04,1.41E-08,-3.90E-08,1.59E-04,-6.65E-04,-2.49E-08,555.887413
2448920,18000014,24/10/1992 05:00,,-13.354921,-116.67198,516.496,-89,4.72E-05,-1.24E-04,1.31E-08,-3.45E-08,0.001349611,4.72E-04,-2.14E-08,297.469099
2448920,21600000,24/10/1992 06:00,,-13.737482,-124.52325,295.88968,-70,6.87E-05,-1.11E-04,1.91E-08,-3.08E-08,-0.00185505,0.00435002,-1.17E-08,87.628948
2448920,25200007,24/10/1992 07:00,,-19.859493,-195.8413,50.021015,-52,3.93E-05,-9.82E-05,1.09E-08,-2.73E-08,0.009929169,0.029416235,-1.64E-08,-217.679778
2448920,28800014,24/10/1992 08:00,,-5.8230467,-90.9306,0,-63,3.14E-05,-9.07E-05,8.71E-09,-2.52E-08,7.84E-04,0.00614736,-1.65E-08,-159.7536467
2448920,32400000,24/10/1992 09:00,,-3.9572365,-75.76897,0,-60,2.98E-05,-8.34E-05,8.27E-09,-2.32E-08,0.003231834,0.00231198,-1.49E-08,-139.7262065
2448920,36000007,24/10/1992 10:00,,-19.78649,-166.99065,0,-50,3.93E-05,-8.19E-05,1.09E-08,-2.28E-08,0.008030391,-0.03225917,-1.19E-08,-236.77714
2448920,39600014,24/10/1992 11:00,,-42.894,-238.05562,0,-61,1.03E-04,-8.98E-05,2.87E-08,-2.49E-08,0.040788546,0.036282323,3.80E-09,-341.94962
2448920,43200000,24/10/1992 12:00,,-29.500614,-187.44714,0,-63,2.01E-04,-1.03E-04,5.59E-08,-2.85E-08,-0.002233775,0.03522198,2.74E-08,-279.947754
2448920,46800007,24/10/1992 13:00,,-24.525572,-169.73186,0,-56,3.65E-04,-1.07E-04,1.01E-07,-2.96E-08,0.012671827,0.034205433,7.14E-08,-250.257432
2448920,50400014,24/10/1992 14:00,,-27.204628,-178.72794,0,-55,1.69E-04,-9.95E-05,4.68E-08,-2.76E-08,0.008721638,0.048415698,1.92E-08,-260.932568
2448920,54000000,24/10/1992 15:00,,-27.932478,-170.03125,0,-57,5.36E-04,-1.01E-04,1.49E-07,-2.82E-08,0.01195702,0.043284718,1.21E-07,-254.963728
2448920,57600007,24/10/1992 16:00,,-26.611134,-164.21762,0,-57,6.87E-04,-9.38E-05,1.91E-07,-2.60E-08,0.009537658,0.0461799,1.65E-07,-247.828754
2448920,61200014,24/10/1992 17:00,,-22.937557,-156.72733,0,-54,1.94E-04,-8.25E-05,5.39E-08,-2.29E-08,0.00585086,0.043912735,3.10E-08,-233.664887
2448920,64800000,24/10/1992 18:00,,-18.374405,-126.73535,0,-50,2.96E-05,-9.32E-05,8.22E-09,-2.59E-08,0.002482662,0.026879217,-1.77E-08,-195.109755
2448920,68400007,24/10/1992 19:00,,-13.440355,-100.36175,1.7859867,-52,5.52E-04,-1.60E-04,1.53E-07,-4.44E-08,-0.002756139,0.012846266,1.09E-07,-164.0161183
2448920,72000014,24/10/1992 20:00,,-16.199762,-125.68495,40.19041,-51,4.11E-04,-1.51E-04,1.14E-07,-4.18E-08,-0.009800877,0.02176724,7.22E-08,-152.694302
2448920,75600000,24/10/1992 21:00,,-15.646998,-126.09897,193.23215,-50,4.39E-04,-1.52E-04,1.22E-07,-4.22E-08,-0.01028743,0.020568475,7.98E-08,1.486182
2448920,79200007,24/10/1992 22:00,,-15.961662,-135.62012,558.91235,-67,3.27E-04,-1.53E-04,9.07E-08,-4.26E-08,-0.01706156,0.017327724,4.81E-08,340.330568
2448920,82800014,24/10/1992 23:00,,-12.1919155,-127.630356,674.64197,-69,3.98E-04,-1.52E-04,1.11E-07,-4.22E-08,-0.013077639,0.011240058,6.88E-08,465.8196985
2448921,0,25/10/1992 00:00,,-7.267326,-91.477615,744.4873,-59,5.36E-04,-1.57E-04,1.49E-07,-4.36E-08,-0.004097726,0.005443884,1.05E-07,586.742359
2448921,3599986,25/10/1992 01:00,,-7.985339,-104.42562,821.6948,-55,6.34E-04,-1.47E-04,1.76E-07,-4.09E-08,-0.001025561,0.007618548,1.35E-07,654.283841
2448921,7199973,25/10/1992 02:00,,-8.791271,-119.96605,690.44824,-60,3.45E-04,-1.38E-04,9.58E-08,-3.83E-08,0.003005476,0.011134831,5.75E-08,501.690919
2448921,10800000,25/10/1992 03:00,,-7.862464,-112.29789,686.9007,-65,6.59E-05,-1.49E-04,1.83E-08,-4.13E-08,0.005558251,0.008799879,-2.30E-08,501.740346
2448921,14399986,25/10/1992 04:00,,-8.13623,-123.69256,698.0343,-70,1.44E-04,-1.67E-04,4.01E-08,-4.65E-08,0.006836519,0.011129532,-6.40E-09,496.20551
2448921,17999973,25/10/1992 05:00,,-8.336904,-138.2536,528.71625,-72,3.68E-04,-1.87E-04,1.02E-07,-5.19E-08,0.005606519,0.014729222,5.01E-08,310.125746
2448921,21600000,25/10/1992 06:00,,-8.742378,-129.56178,279.808,-68,4.02E-04,-1.83E-04,1.12E-07,-5.09E-08,0.004164669,0.015042481,6.11E-08,73.503842
2448921,25199986,25/10/1992 07:00,,-7.7487154,-106.916855,55.003624,-61,4.21E-04,-1.31E-04,1.17E-07,-3.63E-08,0.004671879,0.01119816,8.07E-08,-120.6619464
2448921,28799973,25/10/1992 08:00,,-7.2070055,-117.51444,0,-65,6.69E-04,-1.46E-04,1.86E-07,-4.06E-08,0.005068283,0.016485307,1.45E-07,-189.7214455
2448921,32400000,25/10/1992 09:00,,-6.595982,-125.58349,0,-69,1.52E-03,-1.66E-04,4.23E-07,-4.60E-08,0.00529767,0.023162493,3.77E-07,-201.179472
2448921,35999986,25/10/1992 10:00,,-46.447388,-253.68942,0,-57,1.92E-03,-1.63E-04,5.34E-07,-4.52E-08,0.06748123,0.08255551,4.89E-07,-357.136808
2448921,39599973,25/10/1992 11:00,,-30.09791,-183.69232,0,-66,1.64E-03,-1.51E-04,4.55E-07,-4.19E-08,0.014153898,0.023649957,4.13E-07,-279.79023
2448921,43200000,25/10/1992 12:00,,-18.262539,-143.50386,0,-53,7.64E-04,-1.47E-04,2.12E-07,-4.07E-08,0.014953749,0.016988313,1.71E-07,-214.766399
2448921,46799986,25/10/1992 13:00,,-11.964286,-104.42308,0,-67,1.06E-04,-1.53E-04,2.94E-08,-4.24E-08,0.009761509,0.013855732,-1.30E-08,-183.387366
2448921,50400014,25/10/1992 14:00,,-9.2195015,-100.337616,0,-68,9.23E-05,-1.49E-04,2.56E-08,-4.13E-08,0.010747778,0.015582004,-1.57E-08,-177.5571175
2448921,54000000,25/10/1992 15:00,,-8.156073,-98.20072,0,-62,1.17E-04,-1.32E-04,3.25E-08,-3.67E-08,0.013957843,0.014019383,-4.20E-09,-168.356793
2448921,57599986,25/10/1992 16:00,,-12.779553,-136.37585,0,-55,3.47E-04,-1.20E-04,9.64E-08,-3.33E-08,0.020893246,0.042504903,6.31E-08,-204.155403
2448921,61200014,25/10/1992 17:00,,-11.467491,-147.1416,0,-67,5.96E-04,-1.46E-04,1.66E-07,-4.04E-08,0.016366586,0.04441866,1.26E-07,-225.609091
2448921,64800000,25/10/1992 18:00,,-9.165195,-126.87555,0,-70,8.01E-05,-1.82E-04,2.23E-08,-5.05E-08,0.009453462,0.03129605,-2.82E-08,-206.040745
2448921,68399986,25/10/1992 19:00,,-7.8278394,-113.29871,3.116057,-71,3.87E-04,-1.80E-04,1.08E-07,-5.01E-08,0.008880298,0.022488084,5.79E-08,-189.0104924
2448921,72000014,25/10/1992 20:00,,-18.10114,-172.64973,96.934006,-59,8.00E-04,-1.88E-04,2.22E-07,-5.22E-08,0.05192961,0.046319164,1.70E-07,-152.816864
2448921,75600000,25/10/1992 21:00,,-25.544188,-208.27425,297.3593,-54,6.48E-04,-1.92E-04,1.80E-07,-5.33E-08,0.064705305,0.018723346,1.27E-07,9.540862
2448921,79199986,25/10/1992 22:00,,-25.55056,-160.73904,324.6079,-54,4.94E-04,-2.11E-04,1.37E-07,-5.85E-08,0.031226566,0.033356532,7.85E-08,84.3183
2448921,82800014,25/10/1992 23:00,,-22.100468,-125.53279,388.58603,-53,9.24E-05,-2.02E-04,2.57E-08,-5.60E-08,0.007750343,0.019576723,-3.03E-08,187.952772
2448922,0,26/10/1992 00:00,,-13.70868,-108.0541,710.81464,-51,7.23E-06,-1.78E-04,2.01E-09,-4.94E-08,0.013812883,0.010822184,-4.74E-08,538.05186
2448922,3599986,26/10/1992 01:00,,-9.570731,-102.525,868.1399,-56,2.50E-04,-1.88E-04,6.93E-08,-5.21E-08,0.013798045,0.007496329,1.72E-08,700.044169
2448922,7200014,26/10/1992 02:00,,-5.717097,-100.34722,472.13513,-52,6.46E-04,-1.95E-04,1.79E-07,-5.43E-08,0.016408084,0.006124726,1.25E-07,314.070813
2448922,10800000,26/10/1992 03:00,,-18.98727,-202.32254,512.37573,-54,1.12E-03,-2.13E-04,3.12E-07,-5.93E-08,0.11113393,-5.85E-04,2.53E-07,237.06592
2448922,14399986,26/10/1992 04:00,,-44.04683,-221.40924,200.11908,-49,1.63E-03,-2.08E-04,4.53E-07,-5.79E-08,0.11389065,0.015742345,3.95E-07,-114.33699
2448922,18000014,26/10/1992 05:00,,-34.38675,-153.30498,51.67594,-50,1.71E-03,-2.06E-04,4.74E-07,-5.72E-08,0.032459013,0.006723444,4.17E-07,-186.01579
2448922,21600000,26/10/1992 06:00,,-38.27526,-205.30391,42.49307,-53,1.62E-03,-1.92E-04,4.49E-07,-5.33E-08,0.067772396,0.014830794,3.96E-07,-254.0861
2448922,25199986,26/10/1992 07:00,,-30.404152,-207.73935,16.12205,-53,1.88E-03,-1.91E-04,5.22E-07,-5.32E-08,0.06935479,0.008022364,4.69E-07,-275.021452
2448922,28800014,26/10/1992 08:00,,-19.287254,-169.07915,0,-54,1.95E-03,-1.86E-04,5.40E-07,-5.17E-08,0.056018926,-0.001536049,4.88E-07,-242.366404
2448922,32400000,26/10/1992 09:00,,-20.805252,-177.5673,0,-49,2.80E-03,-1.80E-04,7.79E-07,-5.00E-08,0.06642156,0.019373406,7.29E-07,-247.372552
2448922,35999986,26/10/1992 10:00,,-23.945559,-157.68193,0,-46,4.97E-03,-1.83E-04,1.38E-06,-5.09E-08,0.039341386,0.024522945,1.33E-06,-227.627489
2448922,39600014,26/10/1992 11:00,,-18.303646,-144.12053,0,-47,6.81E-03,-1.92E-04,1.89E-06,-5.35E-08,0.048721198,-8.60E-04,1.84E-06,-209.424176
2448922,43200000,26/10/1992 12:00,,-46.56408,-229.55807,0,-43,7.54E-03,-2.02E-04,2.09E-06,-5.62E-08,0.11198985,-0.005553986,2.03E-06,-319.12215
2448922,46799986,26/10/1992 13:00,,-57.827072,-254.67487,0,-46,7.22E-03,-2.23E-04,2.01E-06,-6.19E-08,0.12197185,0.042909004,1.95E-06,-358.501942
2448922,50400014,26/10/1992 14:00,,-50.851173,-239.4242,0,-48,5.35E-03,-2.44E-04,1.49E-06,-6.79E-08,0.09698323,0.028974896,1.42E-06,-338.275373
2448922,54000000,26/10/1992 15:00,,-34.81472,-183.48456,0,-48,4.03E-03,-2.43E-04,1.12E-06,-6.75E-08,0.044832423,0.031931285,1.05E-06,-266.29928
2448922,57599986,26/10/1992 16:00,,-31.70163,-170.9043,0,-49,2.73E-03,-2.42E-04,7.60E-07,-6.72E-08,0.035009295,0.02876508,6.93E-07,-251.60593
2448922,61200014,26/10/1992 17:00,,-34.423153,-177.73775,0,-50,1.29E-03,-2.21E-04,3.57E-07,-6.13E-08,0.025673656,0.062247884,2.96E-07,-262.160903
2448922,64800000,26/10/1992 18:00,,-31.774157,-180.85986,0,-54,9.78E-04,-1.93E-04,2.72E-07,-5.36E-08,0.025170382,0.055936232,2.18E-07,-266.634017
2448922,68399986,26/10/1992 19:00,,-23.50799,-153.3523,0.6703286,-53,9.85E-04,-2.46E-04,2.74E-07,-6.85E-08,0.018810818,0.043915782,2.06E-07,-229.1899614
2448922,72000014,26/10/1992 20:00,,-19.457762,-138.1578,34.538406,-51,5.10E-04,-2.09E-04,1.42E-07,-5.80E-08,0.015960079,0.0426621,8.40E-08,-174.077156
2448922,75600000,26/10/1992 21:00,,-11.731609,-113.78714,178.10716,-60,6.14E-04,-1.87E-04,1.70E-07,-5.20E-08,0.007403981,0.024977883,1.18E-07,-7.411589
2448922,79199986,26/10/1992 22:00,,-5.259003,-87.633835,297.32523,-49,1.08E-03,-1.91E-04,3.00E-07,-5.30E-08,0.008704282,0.010265252,2.47E-07,155.432392
2448922,82800014,26/10/1992 23:00,,-3.3669887,-86.68235,276.10037,-39,1.76E-03,-2.08E-04,4.89E-07,-5.79E-08,0.010770666,0.009033382,4.31E-07,147.0510313
2448923,0,27/10/1992 00:00,,-3.9578595,-87.872314,384.03226,-44,1.98E-03,-2.18E-04,5.51E-07,-6.05E-08,0.006745319,0.01154444,4.91E-07,248.2020865
2448923,3599986,27/10/1992 01:00,,-18.748508,-106.819984,77.93335,-44,1.23E-03,-2.16E-04,3.43E-07,-6.00E-08,-0.006871881,0.010208879,2.83E-07,-91.635142
2448923,7200014,27/10/1992 02:00,,-24.696726,-99.05669,79.555115,-42,3.39E-04,-1.96E-04,9.42E-08,-5.45E-08,-0.003057666,-0.007486289,3.97E-08,-86.198301
2448923,10800000,27/10/1992 03:00,,-28.663813,-115.031555,98.05165,-44,1.06E-04,-1.91E-04,2.95E-08,-5.31E-08,0.015160522,-0.019759659,-2.36E-08,-89.643718
2448923,14399986,27/10/1992 04:00,,-25.529467,-102.19613,51.754414,-52,6.75E-05,-1.96E-04,1.88E-08,-5.44E-08,0.005343406,-0.010222525,-3.56E-08,-127.971183
2448923,18000014,27/10/1992 05:00,,-26.342403,-114.39228,32.34355,-44,1.47E-04,-2.06E-04,4.08E-08,-5.71E-08,0.014394753,-0.009175139,-1.63E-08,-152.391133
2448923,21600000,27/10/1992 06:00,,-40.197624,-179.91904,33.167908,-49,2.28E-04,-2.07E-04,6.34E-08,-5.74E-08,0.04873921,-0.040661387,6.00E-09,-235.948756
2448923,25199986,27/10/1992 07:00,,-36.759666,-188.9786,13.457152,-51,5.81E-04,-1.99E-04,1.61E-07,-5.53E-08,0.07624723,-0.040098995,1.06E-07,-263.281114
2448923,28800014,27/10/1992 08:00,,-38.131126,-203.31647,0,-52,6.32E-04,-2.10E-04,1.75E-07,-5.84E-08,0.08864717,-0.032312576,1.17E-07,-293.447596
2448923,32400000,27/10/1992 09:00,,-28.993748,-164.38336,0,-53,6.43E-04,-2.23E-04,1.79E-07,-6.18E-08,0.054756384,-0.001795086,1.17E-07,-246.377108
2448923,35999986,27/10/1992 10:00,,-25.075518,-155.6451,0,-55,3.69E-04,-2.25E-04,1.02E-07,-6.24E-08,0.045383148,0.021874826,3.96E-08,-235.720618
2448923,39599973,27/10/1992 11:00,,-29.034815,-190.16734,0,-65,1.99E-04,-2.18E-04,5.52E-08,-6.05E-08,0.06251812,0.028341908,-5.30E-09,-284.202155
2448923,43200000,27/10/1992 12:00,,-24.468967,-159.95654,0,-69,2.60E-05,-2.02E-04,7.22E-09,-5.61E-08,0.051537998,0.025615603,-4.89E-08,-253.425507
2448923,46799986,27/10/1992 13:00,,-22.79905,-169.48645,0,-59,0.00E+00,-1.85E-04,0.00E+00,-5.14E-08,0.06323188,0.0366489,-5.14E-08,-251.2855
2448923,50399973,27/10/1992 14:00,,-25.513212,-154.91974,0,-55,1.16E-04,-1.86E-04,3.22E-08,-5.16E-08,0.016968621,0.055044256,-1.94E-08,-235.432952
2448923,54000000,27/10/1992 15:00,,-34.062355,-176.49113,0,-49,1.13E-04,-1.83E-04,3.13E-08,-5.09E-08,0.04330878,0.06772055,-1.96E-08,-259.553485
2448923,57599986,27/10/1992 16:00,,-28.200796,-157.43954,0,-52,1.33E-04,-1.82E-04,3.71E-08,-5.04E-08,0.04714123,0.037911784,-1.33E-08,-237.640336
2448923,61199973,27/10/1992 17:00,,-21.09344,-161.3409,0,-54,6.87E-04,-1.91E-04,1.91E-07,-5.29E-08,0.05127763,0.037068732,1.38E-07,-236.43434
2448923,64800000,27/10/1992 18:00,,-18.299541,-142.75627,0,-51,1.31E-03,-2.15E-04,3.65E-07,-5.96E-08,0.04486009,0.041530427,3.05E-07,-212.055811
2448923,68399986,27/10/1992 19:00,,-17.477453,-143.43968,2.9171011,-54,2.07E-04,-2.85E-04,5.75E-08,-7.90E-08,0.01216354,0.0557022,-2.15E-08,-212.0000319
2448923,71999973,27/10/1992 20:00,,-14.248438,-121.77491,121.4234,-65,2.57E-04,-2.77E-04,7.14E-08,-7.70E-08,0.00188293,0.03863326,-5.60E-09,-79.599948
2448923,75600000,27/10/1992 21:00,,-9.065024,-118.390175,344.6529,-70,7.90E-05,-2.62E-04,2.19E-08,-7.28E-08,0.005156972,0.0443779,-5.09E-08,147.197701
